Flights (Southwest Airlines - All Airports ),,,,
Year,Month,DOMESTIC,INTERNATIONAL,TOTAL
2019,2,"95,150","2,811","97,961"
2019,3,"114,234","3,491","117,725"
2019,4,"110,976","3,089","114,065"
2019,5,"114,073","3,119","117,192"
2019,6,"113,303","3,124","116,427"
2019,7,"118,067","3,158","121,225"
2019,8,"115,215","2,351","117,566"
2019,9,"107,616","1,828","109,444"
2019,10,"115,219","2,217","117,436"
2019,11,"108,260","3,069","111,329"
2019,12,"113,415","3,234","116,649"
2019,TOTAL,"1,332,997","34,724","1,367,721"
2020,1,"107,976","2,522","110,498"
2020,2,"100,564","2,319","102,883"
2020,3,"96,883","2,127","99,010"
2020,4,"45,679",0,"45,679"
2020,5,"42,696",,"42,696"
2020,6,"64,713",,"64,713"
2020,7,"82,279",663,"82,942"
2020,8,"83,915",604,"84,519"
2020,9,"63,044",600,"63,644"
2020,10,"63,933",822,"64,755"
2020,11,"69,909","1,295","71,204"
2020,12,"63,752","1,243","64,995"
2020,TOTAL,"885,343","12,195","897,538"
2021,1,"60,668",,
2021,2,"48,965",,
2021,3,"78,908",,
2021,TOTAL,"188,541",0,0
,,,,
Note: All numbers are for scheduled services.,,,,
,,,,
SOURCE: Bureau of Transportation Statistics T-100 Segment data.,,,,
